class,length,weight,w_l_ratio
8,31.14,6.18,0.2
8,29.58,6.09,0.21
8,28.42,6.05,0.21
8,31.77,6.15,0.19
8,32.97,6.19,0.19
8,30.77,6.09,0.2
8,32.49,6.19,0.19
8,31.06,6.16,0.2
8,28.86,6.07,0.21
8,31.32,6.14,0.2
8,32.2,6.21,0.19
8,29.97,6.06,0.2
8,33.0,6.18,0.19
8,31.47,6.13,0.19
8,33.16,6.19,0.19
8,31.92,6.15,0.19
8,31.1,6.18,0.2
8,29.0,6.07,0.21
8,32.55,6.19,0.19
8,31.36,6.18,0.2
8,31.59,6.18,0.2
8,28.17,6.05,0.21
8,31.3,6.12,0.2
8,30.99,6.11,0.2
8,30.36,6.14,0.2
8,33.36,6.29,0.19
8,28.83,6.06,0.21
8,31.51,6.16,0.2
8,29.95,6.1,0.2
8,31.81,6.2,0.19
8,31.89,6.12,0.19
8,32.73,6.17,0.19
8,30.07,6.17,0.21
8,30.1,6.13,0.2
8,29.54,6.11,0.21
8,31.07,6.15,0.2
8,29.91,6.08,0.2
8,32.28,6.22,0.19
8,31.44,6.14,0.2
8,29.79,6.06,0.2
8,30.61,6.11,0.2
8,31.77,6.18,0.19
8,32.38,6.16,0.19
8,28.68,6.05,0.21
8,33.14,6.21,0.19
8,31.17,6.17,0.2
8,32.03,6.19,0.19
8,32.4,6.26,0.19
8,30.03,6.08,0.2
8,29.17,6.05,0.21
8,32.1,6.21,0.19
8,31.34,6.17,0.2
8,27.99,6.05,0.22
8,31.33,6.17,0.2
8,30.39,6.09,0.2
8,32.24,6.14,0.19
8,32.37,6.23,0.19
8,30.44,6.1,0.2
8,29.96,6.12,0.2
8,28.86,6.09,0.21
8,30.61,6.12,0.2
8,32.6,6.2,0.19
8,31.74,6.15,0.19
8,29.63,6.06,0.2
8,31.96,6.19,0.19
8,31.33,6.15,0.2
8,32.32,6.19,0.19
8,31.43,6.13,0.19
8,29.44,6.07,0.21
8,32.35,6.18,0.19
8,29.66,6.08,0.21
8,30.89,6.18,0.2
8,31.5,6.14,0.19
8,29.92,6.13,0.2
8,32.83,6.2,0.19
8,29.48,6.11,0.21
8,31.22,6.15,0.2
8,31.73,6.16,0.19
8,29.28,6.1,0.21
8,30.84,6.14,0.2
8,31.46,6.14,0.2
8,32.27,6.2,0.19
8,30.56,6.11,0.2
8,30.61,6.08,0.2
8,30.56,6.12,0.2
8,29.66,6.11,0.21
8,32.81,6.25,0.19
8,29.78,6.11,0.21
8,31.62,6.14,0.19
